position,player_name
1,Andy Barnett
2,Chris Davis
4,Adam Grace
4,Dave Collingridge
8,Travis Crawley
8,Scott Coburn
8,Trai Chan
8,Chris Beagley
12,Paul Cesar Llano
12,Jamie Buettner
12,Ryder Stanton
12,Scot Evans
16,Angelo Tsikouris
16,Dave Scanlon
16,Ruel Dancel
16,Dan Lynch
24,Bruce Maycock
24,John Hilton
24,Melanie Sanders
24,Sandy Enriquez
24,Jason Kyranis
24,JP Moneron
24,Falafelafoal Fata Lamese
24,Steve Hale
32,Jayrick Ngai
32,Peter Barnes
32,Ricky Perkins
32,Andrew Chaplin
32,Jonny Pace
32,Matthew Diatschenko
32,Guy Hodgetts
32,Tim Olencewicz
48,Melina Melville
48,Morgan Cunningham
48,Nikki Caulfield
48,Gary Atkinson
48,Edward Solon
48,Robbie Savage
48,Ana Cristina Sarmento
48,Steven Greenland
48,Peter Craig
48,Ross Scott
48,Steven Siu
48,Annette Lindsay
48,Steve Kelly
48,Daniel Graetz
48,Raymond Harris
48,Sean Robinson
