position,player_name
1,Jackson Agale
2,Mark Bradley
4,Peter Peawkumdee
4,David Lynton
8,Peter Spencer
8,Ryan Knopke
8,Davis Wilson
8,Marco Cortez
16,Jake Naumann
16,Peter Melville
16,Mick Norton
16,Brendon Smith
16,Frank Walker
16,James Banu
16,Ray Palma
16,Paul Pike
32,Roslyn Johnson
32,Adam Langtree
32,Johl Younger
32,Brendan Sheridan
32,Rob Easter
32,Tui Potter
32,Walter Hankin
32,Scott Mckay
32,Steve Halliday
32,Nic Serpell
32,Stephen Sirocuk
32,Mal Little
32,Pedro Armstrong
32,Toby Ostler
32,Robert Stewart
32,Christopher Davis
