position,player_name
1,Danyal Porter
2,Jack Hunter
4,Mark Owens
4,Jayden Domeika
8,Jason Ahmad
8,Tyreece Gray
8,Jake McCartney
8,Daniel Podgorski
16,Stacey Vine
16,John Durbidge
16,Padraig Fanning
16,Temujin Dixon
16,David Rothall
16,Alec Evreniadis
16,Dale Land
16,Adam Andretzke
32,Rory Jowett
32,Joey Tohme
32,Jo Starick
32,John Paulo
32,Peter Kennedy
32,Laura Shaw
32,Ryan Bennett
32,Paul Dickinson
32,Aaron Williams
32,Luke Jowett
32,Gus Di Giorgio
32,Jake Caruana
32,Kyle Smythe
32,Ricky Watson
32,Lyndall Vine
32,Glen Carter
64,Raj Gajendra
64,Luke Cece
64,Deakin Stringer
64,Shawn Clarence
64,Paul Pike
64,Chev Dickinson
64,Thomas Youlten
64,Adam Sawulski
64,Tom Songput
64,Paolo Lobosco
64,Logan Brann
64,Craig Coleman
64,Matt Harmon
64,Jarrod Dunn
64,Mick Delahunty
64,Darren Murnane
64,Daniel Stieler
64,Duncan Bruce
64,Nick Robertson
64,Rod Laube
64,Cassie Starich
64,Carol Harrison
64,Anthony Hill
64,Michael Cacciola
64,Shane Cripps
64,Adrian Winter
64,Jack Green
64,Michael Hayes
64,Anthony Cacciola
64,Steven Oh'Hara
64,Simon Gray
64,Elise Mabbott
128,Luvino Ah Sui
128,Tina Pudney
128,Bradley Cece
128,Ashleigh Smith
128,Chooka Brooks
128,Chris Monk
128,David Limareff
128,Tom Hall-McLeod
128,Jason Calvert
128,Robbie Neville
128,Justin Bullock
128,Scott Wilkinson
128,Callab Everuss
128,Thomas O'Keefe
128,Shaun Durbidge
128,Robert Dennis
128,Dale Toms
128,Ebony Butler
128,Colby Knight
128,Bobbie Jo Quin
128,Vanessa Nelson
128,Ash Balgobin
128,John Russell
128,Matt Wilson
128,Lou Grujovski
128,Ewan John
128,Graeme Hamence
128,Bradley Stewart
128,Andrew Troughton
128,Shelley Garrett
128,Daniel Carradine
128,Don Weston
128,Jesse Sumalinog
128,Noel Douglass
128,Ben Tolnai
128,Don King
128,Glenn Williams
128,Noel Hamence
128,Scott Easton
128,Justin Walton
128,Joe Filemu
128,Michael Swift
128,Luke Anglesey
128,Rod Lambi
128,Kel Riley
128,Dot Fisk
128,Russell Offen
128,Rhys Williams
128,Krystal Morton
128,Jen Taylor
128,Carol Nunn
128,Dianne Laube
128,Chris Hazel
128,Kathy Harmon
128,Tobias Quinlivan
128,Mick Boes
128,James Stringer
128,Andrew Caines
128,Ben Judge
128,Alex Graham
128,Jeff Scott
128,Dwaine Howser
128,Xavier Burley
128,Larry Cavallaro
