position,player_name
1,Paul Pike
2,Jack Green
4,Joseph Evans
4,Joseph Rennie
8,Dale Kent
8,Matt Goodlock
8,Lachy Courtney
8,Phil Tunstall
16,Matthew Palko
16,Temujin Dixon
16,Steve Halliday
16,Steve Jamieson
16,Don King
16,Ron Farmer
16,Phil Kinsey
16,Travis Martin
32,Vince Barbuto
32,Nabil Hoyek
32,Michael Girvan
32,Robby Lorosso
32,Steve Tran
32,Rob Bowen
32,Steven Savannah
32,Josh Gorski
32,Terry Shiells
32,Jason Tanaskovic
32,Nathan Harris
32,Farzad Nesahat
32,Danny Frittoli
32,Cam Cary
32,Frank Lidonnici
32,Tushar Singh
64,Glenn Croese
64,Gavin Roberts
64,Jamie Stacey
64,Ash Balgobin
64,Nole Fontana
64,Ciaran Dempsey
64,Thomas O'Keefe
64,Steve Brosnahan
64,Andrew Platt
64,Michael Schilling
64,Jacob Isles
64,Dale Watson
64,Adam Bleumink
64,John Russell
64,Peta Robson
64,Andy Miles
64,Jamie Walker
64,Corey Bray
64,Tony Marsh
64,Joey Tohme
64,Eddie Edlinger
64,Jack Bowen Alexander
64,John Raczkowski
64,Quinton Sawyer
64,Josh McLean
64,Anthony Woodcroft
64,Brett Weehee
64,Jack Heinjus Jnr
64,Sean Dempsey
64,Travis Mahony
64,Ian Will
64,Alpy Onder
128,Scott Easton
128,Tavis Aitchison
128,Sean Walpole
128,Daniel Harup
128,Steve Balaki
128,Shaun Stone
128,James Menz
128,Scott Gresham
128,Steve Landsborough
128,Andrea Lackovic
128,John Greer
128,Rick Bariola
128,Dion Moir
128,Warwick Howell
128,Phillip Lee
128,Leigh Gilpin
128,Rob Alexander
128,Nelson Chater
128,Nicholas Edlinger
128,Anthony Jeffrey
128,Johnny Zhu
128,Kolbe Poole
128,Michael O'Connor
128,John Carver
128,Jack Hancock
128,Matt McDonnell
128,Travis Henderson
128,Paul Thomas
128,Ian Irvine
128,Padricis Gautum
128,Michael Cody
128,Logan Brann
128,Rick Stray
128,Max Metcalfe
128,Chris Duckworth
128,Mick Taylor
128,Don Weston
128,Simon Henry
128,Mark Laws
128,Norm Beshara
128,Justin Whitehead
128,Decoda Cook
128,Mick Norton
128,Micky McAleer
128,Don Colbert
128,Daniel Vandermeer
128,Scott Bell
128,Trent Nydam
128,Ryan Smidt
128,Justin Kennedy
128,Andy Peck
128,Archy Arkdor
128,Frank Huang
128,Rebecca Anwin
128,Jason Atkins
128,Kent Beaumont
128,Heath Newport
128,Dale Slattery
128,Jason Gelea
128,Dylan Furner
128,Mark Eaton
128,Christopher Rowlands
128,Cody Cairns
128,Brett Cook
