position,player_name
1,Steve Woods
2,Justin Sajich
4,Rusty Wheeler
4,Alec Evreniadis
8,Dean Welsh
8,Paul Pike
8,Michael Masal
8,Travis Crawley
16,Rory Jowett
16,Craig Riley
16,Rhys Godden
16,Colin Gamble
16,Brenton Jacka
16,Matt Harmon
16,Edmund Chen
16,Jason Tanaskovic
32,Malachy McNeill
32,Dean O'Connell
32,Roy Deveson
32,Jamie Peterson
32,Steve Thomas
32,Paul Carlile
32,Shane Smith
32,Ken Huynh
32,Brad Berger
32,Matt Goodlock
32,Peter Signorini
32,Mick Norton
32,Tuan Dong
32,Matthew Gartrell
32,Travis O'Mahony
32,Tejh Dussain
64,Paul Berger
64,Ian Will
64,Murray Jeffries
64,Jason Davis
64,Bill O'Donnell
64,Kenny Nicol
64,Matt Burfoot
64,Dave Wynack
64,Greg Segal
64,Peter Smith
64,Phil Morton
64,Brad Joyce
64,Jamie Walker
64,Daniel Grzeszkiewicz
64,Gordon Pyne
64,Glen O'Connell
64,Ian Stanley
64,Steve Halliday
64,Luke Jowett
64,Drago Perkovic
64,Brent Hampton
64,Ron Farmer
64,Andrew Platt
64,Kylie Evans
64,Larry Daly
64,Sid Scott
64,Nicole Welsh
64,Terry McClymont
