position,player_name
1,Alec Evreniadis
2,Scott Gee
4,James Delahunty
4,Lesieli O'Connor
7,Tim Jenkins
7,Steve Woods
7,Travis Crawley
11,Justin Sajich
11,Rob Bowen
11,David Rothall
11,Patrick Hood
19,Nick Pilat
19,Kenny Nicol
19,Jason Tanaskovic
19,Temujin Dixon
19,Matt Harmon
19,Mal McNeill
19,Michael Masal
19,Steve Jamieson
35,Ian Will
35,Steve Halliday
35,Jamie Walker
35,Edmund Chen
35,Brendon Smith
35,David Ewing
35,Graham Doering
35,Glen O'Connell
35,Shane Fell
35,Richard Williams
35,Mayana Aspinall
35,Brent Hampton
35,Paul Pike
35,Dean Welsh
35,Trent Reinheimer
66,Tolovae Auva'a
66,Stephen Boyd
66,Steve Thomas
66,Adrian Cortvriend
66,John Durbridge
66,Joseph Rennie
66,Matt Goodlock
66,Nicole Welsh
66,Jordan Boyd
66,Ian Stanley
66,Ken Huynh
66,Matthew Palko
66,Ron Farmer
66,Mick Norton
66,Paul Carlile
66,William Keogh
66,Peter Smith
66,Peter Signorini
66,Dave Armstrong
66,Padricis Gautum
66,Michelle Massey
66,Tejh Dussain
66,Trent Mason
66,Matt Connor
66,Dylan Barba
66,Stephen Reid
66,Murray Jeffries
66,Mike Ballan
66,Shane Smith
66,Travis O'Mahony
66,Phil Morton
85,David Staver
85,Scott Wilkinson
85,Kenny Tirza
85,Tuan Dong
85,Mark Surh
85,Dwaine Howser
85,Robyn Peters
85,Danni Marlow
85,Scott Jacka
85,Brad Joyes
85,Roy Deveson
85,Brad Berger
85,Dennis Bingley
85,Jason Davis
85,Joshua King
85,Max Ryan
85,Bill Freeman
85,Richard Bondietti
85,Jon Carver
