position,player_name
1,Dylan Vonderwall
2,Alec Evreniadis
4,Darren Tonks
4,Jarrod Wallace
8,Rhys Ferguson
8,Chris Lilly
8,Tim Shelton
8,Jayden Domeika
16,Alex Graham
16,Josh Ireland
16,Jake McCartney
16,Aaron Williams
16,Brett Niemann
16,Brodie Tuip
16,Kelvin Lee
16,Jason Ahmed
32,Mark Stone
32,Jackson Gloyne
32,Jarrod Dunn
32,Neil Lemmey
32,Joy Sulliavan
32,Michael Cacciola
32,David Rothall
32,Shane Bills
32,Paul Edwards
32,Michael Hayes
32,Stacey Vine
32,Adam Andretzke
32, Chris Ateriou
32,Ian Scown
32,James Levering
32,James Georgiadis
