position,player_name
1,Jake McCartney
2,Gus Di Giorgio
4,Alec Evreniadis
4,Marc Robertson
8,Tushar Singh
8,Sean Dempsey
8,Kent Beaumont
8,Geoff Perkins
16,Rory Jowett
16,Graeme Wright
16,Mark Gotleib
16,Adam Bleumink
16,Dale Watson
16,Steve Tran
16,Justin Kennedy
16,Sammy Borthwick
32,Mick Schilling
32,Michael O'Connor
32,Marg Gorski
32,Adam Shcolte
32,John Raczkowski
32,Tom O'Keefe
32,Mark Laws
32,Travis Henderson
32,Stan Iakovakis
32,Gerry Grbavac
32,Nelson Chater
32,Joseph Evans
32,Kenny Nicol
32,Donny Frittolli
32,Dion Moir
32,Dan Lynch
64,Rob Alexander
64,Frank Lidonnici
64,Paul Carlile
64,Steve Jamieson
64,Jarrod Dahm
64,Jason Tanaskovic
64,Vo Dulic
64,Rob Bowen
64,Decoda Cook
64,Dean Easton
64,Ken Kriger
64,Don Colbert
64,Peter O'Keefe
64,Paul Pike
64,Trey Merlo
64,Andrew Knight
64,Steven Savannah
64,Noel Fontana
64,Joseph Rennie
64,Luke Jowlett
64,Katrina Shannon
64,Terry Shiells
64,Kelly Barron
64,Chris Duckworth
64,Scott Henderson
64,Ian Wills
64,Alex Hancock
64,Rob Bydeveldt
64,Shaun Dalitz
64,Sean Walpole
64,Zac Plier
64,Ciaran Dempsey
128,Paul Lynski
128,Phillip Trickett
128,Dale Slattery
128,Jim Heijus
128,Mel Mcneil
128,Nabil Hoyek
128,Jerry Cheng
128,Jack Hancock
128,TK Henderson
128,Larry Daly
128,Amelia Evans
128,Ricky Bariola
128,Scott Basile
128,Enrico Di Giorgio
128,Shaun Stone
128,Isabella Di Giorgio
128,Corey Bray
128,Jason Atkins
128,Lachlan Ragland
128,Glen Warner
128,Robert Lo Rosso
128,Glen O'Connell
128,Daniel Jenkins
128,Lisa Hagar
128,Paul Hughes
128,Brett Weehee
128,Abi Newman
128,Mathew Palko
128,Jamie Staines
128,Travis Mahony
128,Edward Edlinger
128,Mia Newman
128,Terry McClymont
128,Mitch Young
128,Anthony Jeffery
128,Rhys Godden
128,Dean Killen
128,Frank Nesahat
128,Dylan Furner
128,Dave Murphy
128,Colin Gamble
128,Cam Cary
128,John Carver
128,Phil Lee
128,Jarryd Apap
128,Robert Dennis
128,Don King
128,Richard Dempsey
128,Brett Pevitt
128,Johnny Zhu
128,Josh Gorski
128,Morgan Wells
128,Mike Ballam
128,Warren Berry
128,Charles Huang
128,Nicholas Edlinger
128,Kyle Johnson
128,Brendan Smith
128,Phil Tunstall
128,Brian Smidt
128,Mick Norton
128,Jack Green
128,Jack Heinjus
128,Bobbie Jo Quin
