position,player_name
1,Marc Robertson
2,Michael Scerri
4,Steve Jamieson
4,Rob Bowen
8,Steve Tran
8,Johl Younger
8,Jake McCartney
8,Ben Nunan
16,Michael Reardon
16,Shannon Hinchcliff
16,Gavin Roberts
16,Gus Di Giorgio
16,Paull Clack
16,Steve Brosnan
16,Jack Green
16,Bailey Noblett
32,Filip Misic
32,Tom O'Keefe
32,Logan Brann
32,Vic Opalicki
32,Tan Tan
32,Kevin Malek
32,Teah Raeburn
32,Tyson Howie
32,Ki Ki
32,Dave Limeriff
32,Trevor Parker
32,Joseph Evans
32,Steven Halliday
32,Jack Couchman
32,Jake Brazendale
32,Dale Watson
