position,player_name
1,Travis Crawley
2,Chris Beagley
4,JJ Spink
4,Shannon Purcell
8,Brad Abdilla
8,Jamie Stevens
8,Tim Olencewicz
8,Tim Hyde
16,Jimi Serci
16,Damien Elmy
16,Daniel Bale
16,Jamie Buettner
16,Leigh Raaschou
16,Carl Borsi
16,Matthew Diatschenko
16,Mick Caris
32,Marc Bingham
32,Kim Vernon
32,Chris Davis
32,Matthew Wicks
32,Melanie Sanders
32,Stephen Beagley
32,Jesse Browne
32,Harry Watts
32,Robbie Savage
32,Anthony Preece
32,Peter Barnes
32,Peter Craig
32,Jason Yu
32,Ana Christina Sarmento
32,Raymond Harris
32,Shawn O'Reilly
