position,player_name
1,Justin Sajich
2,Michael Scerri
4,Ben Nunan
4,Alec Evreniadis
8,Travis Crawley
8,James Georgiadis
8,Dean Welsh
8,Aaron Lynch
16,Michael Cacciola
16,Mick Norton
16,Adam Bleumink
16,Kenny Nicol
16,Steve Jamieson
16,Paul Carlile
16,Johl Younger
16,Patrick Hood
32,Jordan Boyd
32,Matt Harmon
32,Ben Judge
32,David Rothall
32,Paul Dickinson
32,Roy Deveson
32,Danni Marlow
32,Steve Woods
32,Paul Pike
32,Tanarv Mahadea
32,Richard Williams
32,Rob Bowen
32,Marc Robertson
32,William Keogh
32,Nathan Miller
32,Greg Segal
64,Danny Stone
64,Ian Will
64,Ashleigh Smith
64,Ken Huynh
64,Robert Sugden
64,Mark Pollard
64,Jamie Buettner
64,Colin Gamble
64,Andy Bailey
64,Brendon Smith
64,Murray Jeffries
64,Jonathan Charles
64,Travis O'Mahony
64,Shane Smith
64,Mal McNeill
64,Sid Scott
64,Ron Farmer
64,Brad Berger
64,Mitch Adams
64,Ashley James
64,Reece Henshaw
64,Matthew Gartrell
64,Eddie Edlinger
64,Tuan Dong
64,Phil Morton
64,Jamie Walker
64,Drago Perkovic
64,Ann Moimoi
64,Matt Connor
64,Andrew Platt
64,Heath Newport
64,Nabaz Ghafor
128,Nicholas Edlinger
128,Shane Whiting
128,Matthew Goodlock
128,Bill O'Donnell
128,Bronte Duncan
128,Brendan Hodges
128,Tavis Aitchison
128,Neil Whitbread
128,Peter Signorini
128,Brett Green
128,Jay Dawson
128,Paul Berger
128,Glenn Bourne
128,Kathy Harmon
128,Dean O'Connell
128,Jack Couchman
128,Vanessa Nelson
128,Soorage Ahadizad
128,Mick Sewell
128,Brenton Jacka
128,Chev Dickinson
128,Ben Stanton
128,Gordon Pyne
128,Brent Hampton
128,Stephen Reid
128,Tolly Auva'a
128,Rodney O'Brien
128,Trent Billington
128,Peter Smith
128,Padraig Fanning
128,Chris Coffey
128,Charles Huang
128,Leslieli O'Connor
128,Ryan Smidt
