position,player_name
1,Temujin Dixon
2,Kurt Dunham
3,Jake McCartney
4,David Rothall
6,Jeremy McGuire
6,Rusty Wheeler
8,Adam Bleumink
8,Travis Crawley
12,Justin Sajich
12,Andy Barnett
12,Paull Clack
12,Scott Parker
16,Ethan Brown
16,Padraig Fanning
16,Alec Evreniadis
16,Mick Norton
24,Shayden Brown
24,Troy Rudling
24,Michael Cacciola
24,Peter Donati
24,Paul Pike
24,Jason Ahmad
24,Terry Shiells
24,Nathan Gibson
32,Jamie Buettner
32,Steve Halliday
32,Neal Kelly
32,Aidan Stafford
32,Steve Jamieson
32,Callan Bissett
32,Adam Smith
32,Rob Bowen
48,Graeme Stoneman
48,Phil Aird
48,Shayne McCulloch
48,Kylie Bellinger
48,Tayla Cluney
48,Chris Duckett
48,Joe Watkins
48,Colin Gamble
48,Alex Pace
48,Sam Thurgood
48,Ryan Betts
48,Scott Francombe
48,Jacob Dunn
48,Bronte Duncan
48,Jack Crawley
48,Phil Toohey
53,Max Rudd
53,Jack Young
53,Josh Johnstone
53,Lachlan Inmon
53,Adam Dunn
