position,player_name
1,Justin Sajich
2,Adam Grabish
3,Jay Windross
4,Nathan Appleton
6,Christopher Sourris
6,Justin Thursby
8,JJ Spink
8,Olan O'Mahony
12,Neil Armstrong
12,Dale Smith
12,Joshua Hands
12,Josh Craze
16,Samuel Southwell
16,Luber Giraldo
16,Kerry Spengler
16,Tim Olsen
24,Mike Stone
24,Daniel Dickson
24,Aaron Hall
24,Jason Rose
24,Matt Harmon
24,Brent Read
24,Ed Dinga
24,John Pettinato
32,Brett Lapham
32,Peter Smith
32,Andrew Grueff
32,George Bott
32,Mark Wood
32,Len Stein
32,Craig Stubbin
32,Nick Pilat
48,Richelle Dickson
48,Kluse Matzner
48,Angeline Hall
48,John Scarborough
48,Beau Young
48,Robbie Kajewski
48,Jayden Dinga
48,Mark Doolan
48,Brody Richards
48,Troy Mottershead
48,Barry Scarborough
48,Cooper Hawley
48,Mikey Collins
48,Sue McCord
48,Jesse Richards
48,Al Vo
64,Marlon Jackson
64,Wayne Bishop
64,Hayley Schopp
64,Gavin Prior
64,Ben Middleton
64,Mary Bock
64,Clayton Moore
64,Tommy Punton
64,Vince Lee
64,Travis Speare
64,Katie Alifrangis
64,Chris Sutton
64,Joel Slatter TW
64,Brett Broderick
64,Terence Mudge
64,Brett King
96,Rob Williams
96,Andrew Talbot
96,James Hawley
96,Darron Wallace
96,Devlen Brown
96,Maria Derma
96,Seb Thompson
96,Jase Cattermoul
96,Stewart Holder
96,Bobbie Joe
96,Pauline Prior
96,Mark McQueeney
96,Shawn Hafemeister
96,Brian Griffin
96,Dylan Leevard
96,Derek Stewart
96,Brendan Prior
96,Ian Darcy
96,Aaron Watts
96,Michael Brent
96,Colin Williams
96,Dayne Van Kempen
96,George Bradford
96,Matt Stark
96,Graham Moody
96,Barry Hensler
96,Alex Larkins
96,James Buchanan
96,Thomas Darcy
96,Adam Power
96,Karen Mudford
96,Brendan Schumann
122,Dene Heremaia
122,Jason Finlay
122,Helen Higgins
122,Barbara Thomas
122,Jack Schumann
122,Craig Vandervegt (Fitzy)
122,Lucas Dinga
122,Duain Bauer
122,Alana Wilmot
122,Rusty Wheeler
122,Ethan Hall
122,Jake Hanrahan
122,Daniel Mirfin
122,Billy Dwan
122,Sophia Dacal
122,Aaron James
122,Matt Talty
122,Blake Weaver
122,Josh Cahill
122,Mick Gray
122,Angus Prior
122,Gary Scarborough
122,Robert Hickfuss
122,David Brown
122,Mark Kunde
122,Matt Avison
