position,player_name
1,Chris Beagley
2,Justin Sajich
4,David Collingridge
4,Micky Lennon
8,Trai Chan
8,Scott Mckay
8,Scot Evans
8,Travis Crawley
16,Barry Crossey
16,Mick Norton
16,Ruel Dancel
16,Nickles Kyranis
16,Dan Lynch
16,Mick Gray
16,Troy George
16,Jamie Buettner
32,Brad Abdilla
32,Ricky Perkins
32,Alex Asilo
32,Max Hobbs
32,Brent Read
32,Peter Barnes
32,Bruce Maycock
32,William Kossack
32,Graeme Stoneman
32,Ryder Stanton
32,Chris Davis
32,Paul Llano
32,Sandy Enriquez
32,Nestor Boy Dela Cruz
32,Melanie Sanders
32,Geoff Hogg
