position,player_name
1,Marc Robertson
2,Johl Younger
4,Justin Sajich
4,Gus Di Giorgio
8,Sean Dempsey
8,Temujin Dixon
8,Clint Kappler
8,Luke Anglesey
16,David Rothall
16,Ron Kelly
16,Jake McCartney
16,Rob Bowen
16,Michael Scerri
16,Michael Reardon
16,Sean Walpole
16,Andy Barnett
24,Jack Green
24,Rusty Wheeler
24,Jamie Walker
24,Trent Mason
24,Tim Shelton
24,Roy Noblett
24,Ekky Lakthong
24,Michael Cacciola
32,Dale Kennedy
32,Brent Wells
32,Patrick Hood
32,Alex Pace
32,Ben Judge
32,Peter Peawkumdee
32,Mark Owens
32,Steve Tran
48,Daniel Hartup
48,Josh Gorski
48,Alec Evreniadis
48,Roy Tan
48,Ash Balgobin
48,Ricky Emery
48,Joseph Evans
48,Marchi Hami
48,Steve Jamieson
48,Jamie Buettner
48,Mike Ballam
48,Danyal Porter
48,Jason Tanaskovic
48,Josh Kitanovski
48,Stan Iakovakis
48,Jamie Stevens
54,Arsh Singh
54,Archie Ardkor
54,Mitch Adams
54,Tom O'Keefe
54,Daniel Jenkins
54,Ebony Butler
