position,player_name
1,Chris Beagley
2,Scott Mckay
4,Paul Pike
4,Travis Crawley
8,Trai Chan
8,Choco Khan
8,Scott Coburn
8,Matthew Diatschenko
12,Juan Lee
12,Adam Grace
12,Jamie Buettner
12,Chris Davis
16,Melanie Sanders
16,Paul Llano
16,Robbie Savage
16,Jason Kyranis
24,Sandy Enriquez
24,Ruel Dancel
24,Peter Barnes
24,Edward Solon
24,John Hilton
24,Brad Abdilla
24,Ryder Stanton
24,Daniel Graetz
32,Dan Lynch
32,Mick Caris
32,Jerry Cantoria
32,Aum Boonsmer
32,Ahmer Abbasi
32,Steven Siu
32,Jayrick Ngai
32,Nestor Boy Dela Cruz
48,Ross Scott
48,Callum Saunders
48,Luke Rokovada
48,Matthew Wicks
48,Morgan Cunningham
48,Guy Hodgetts
48,Dean Taylor
48,Troy George
48,Ricky Perkins
48,Areeb Ahamed
48,Dave Whitelaw
48,Edgardo Aninao
48,Bradley Joyes
48,Tim Olencewicz
48,Nikki Caulfield
48,Steven Greenland
